,City Name,Lat,Lng,Max_temp,Humidity,Cloudiness,Wind,Country,Date
346,kahului,20.89,-156.47,73.99400000000007,73.0,1.0,3.1,US,1595511958.0
347,hearst,49.68,-83.67,72.89600000000004,47.0,0.0,1.99,CA,1595511666.0
348,nome,64.5,-165.41,42.8,87.0,90.0,3.1,US,1595511959.0
349,kalmunai,7.42,81.82,83.44400000000007,74.0,100.0,7.45,LK,1595511666.0
350,taoudenni,22.68,-3.98,115.55600000000003,10.0,0.0,4.5,ML,1595511670.0
351,abonnema,4.71,6.79,84.2,79.0,75.0,4.6,NG,1595511670.0
352,athabasca,54.72,-113.29,58.04600000000005,84.0,100.0,1.18,CA,1595511670.0
353,presidencia roque saenz pena,-26.79,-60.44,57.65,80.0,100.0,2.88,AR,1595511960.0
354,mlimba,-8.8,35.82,85.316,28.0,4.0,3.68,TZ,1595511670.0
355,huarmey,-10.07,-78.15,63.842,77.0,75.0,2.86,PE,1595511960.0
356,pangoa,-12.12,-73.0,76.33399999999999,73.0,15.0,0.67,PE,1595511671.0
357,kumba,4.64,9.45,79.21400000000003,83.0,100.0,1.83,CM,1595511671.0
358,bereda,43.27,-7.54,82.00400000000005,54.0,2.0,2.24,ES,1595511960.0
360,ponta do sol,32.67,-17.1,73.00400000000005,66.0,0.0,0.57,PT,1595511961.0
361,jacareacanga,-6.22,-57.75,89.34800000000003,41.0,1.0,1.45,BR,1595511961.0
363,balakhninskiy,58.01,114.28,57.41600000000001,86.0,11.0,1.1,RU,1595511672.0
364,waddan,29.16,16.14,92.80400000000006,22.0,0.0,4.72,LY,1595511672.0
365,kindu,-2.95,25.95,95.93600000000006,23.0,51.0,1.4,CD,1595511674.0
366,isla mujeres,21.23,-86.73,82.4,100.0,75.0,6.2,MX,1595511962.0
367,baijiantan,45.63,85.18,83.80400000000006,30.0,92.0,4.62,CN,1595511675.0
368,deputatskiy,69.3,139.9,64.27400000000002,54.0,73.0,1.11,RU,1595511963.0
369,kaoma,-14.78,24.8,77.45,21.0,4.0,2.73,ZM,1595511675.0
370,egvekinot,66.32,-179.17,53.34800000000003,72.0,100.0,0.9,RU,1595511675.0
371,maragogi,-9.01,-35.22,79.41200000000006,68.0,16.0,5.09,BR,1595511676.0
372,biritiba-mirim,-23.57,-46.04,71.99600000000005,60.0,18.0,1.0,BR,1595511676.0
373,lahat,-3.8,103.53,74.35400000000006,91.0,100.0,1.19,ID,1595511676.0
374,puerto colombia,10.99,-74.95,82.4,88.0,40.0,2.1,CO,1595511676.0
375,erzin,36.96,36.2,86.0,75.0,0.0,3.13,TR,1595511676.0
376,mikhaylovka,50.06,43.24,78.99800000000002,29.0,0.0,5.36,RU,1595511676.0
377,berzasca,44.65,21.95,89.99600000000005,48.0,73.0,0.82,RO,1595511677.0
378,manta,-0.95,-80.73,73.4,88.0,90.0,3.1,EC,1595511678.0
379,zhangjiakou,40.81,114.88,72.89600000000004,51.0,0.0,2.53,CN,1595511678.0
380,southbridge,42.08,-72.03,78.00800000000001,81.0,49.0,1.97,US,1595511679.0
381,bourg-en-bresse,46.17,5.17,84.00200000000008,42.0,0.0,0.89,FR,1595511679.0
382,maiduguri,11.85,13.16,92.31800000000008,44.0,50.0,3.85,NG,1595511680.0
383,beloha,-25.17,45.05,64.68800000000005,62.0,41.0,7.43,MG,1595511967.0
384,zhanakorgan,43.91,67.25,88.79000000000002,24.0,53.0,10.36,KZ,1595511681.0
385,carnarvon,-24.87,113.63,64.4,93.0,0.0,4.6,AU,1595511681.0
386,ribeira grande,38.52,-28.7,71.6,68.0,20.0,2.6,PT,1595511968.0
387,namibe,-15.2,12.15,80.924,39.0,0.0,5.4,AO,1595511682.0
389,cabedelo,-6.98,-34.83,82.4,74.0,75.0,5.7,BR,1595511682.0
390,urumqi,43.8,87.6,80.6,32.0,75.0,3.0,CN,1595511682.0
391,safford,32.83,-109.71,69.8,88.0,75.0,1.5,US,1595511968.0
392,maningrida,-12.07,134.27,70.71800000000009,75.0,8.0,4.81,AU,1595511687.0
393,gryazovets,58.88,40.25,61.556000000000026,86.0,0.0,4.03,RU,1595511687.0
394,akureyri,65.68,-18.09,51.8,66.0,40.0,6.2,IS,1595511687.0
395,liverpool,53.41,-2.98,64.4,88.0,75.0,4.1,GB,1595511683.0
396,shubarshi,48.59,57.19,85.47800000000007,27.0,20.0,8.15,KZ,1595511687.0
397,marsh harbour,26.54,-77.06,83.24600000000005,74.0,100.0,8.67,BS,1595511969.0
398,bossier city,32.52,-93.73,80.99600000000005,83.0,40.0,2.08,US,1595511512.0
399,nsoko,-27.03,31.95,75.2,44.0,1.0,1.0,SZ,1595511688.0
400,kingston,18.0,-76.79,84.2,74.0,75.0,5.1,JM,1595511660.0
401,kavaratti,10.57,72.64,83.08399999999999,77.0,100.0,3.52,IN,1595511689.0
402,loei,17.42,101.5,67.208,100.0,53.0,1.14,TH,1595511689.0
403,tsumeb,-19.23,17.72,75.93800000000005,17.0,0.0,6.25,NA,1595511970.0
404,tautira,-17.73,-149.15,71.6,83.0,20.0,1.5,PF,1595511970.0
405,poiana blenchii,47.3,23.75,80.6,47.0,20.0,2.1,RO,1595511690.0
406,cabo san lucas,22.89,-109.91,80.99600000000005,69.0,5.0,3.1,MX,1595511908.0
409,cicevac,43.72,21.44,89.6,35.0,20.0,1.5,RS,1595511691.0
410,lianzhou,24.78,112.38,80.69000000000003,74.0,73.0,1.1,CN,1595511691.0
411,henties bay,-22.12,14.28,77.0,44.0,0.0,2.68,NA,1595511691.0
412,caravelas,-17.71,-39.25,77.70200000000008,59.0,0.0,3.03,BR,1595511691.0
413,koutiala,12.39,-5.46,89.96000000000008,49.0,0.0,1.95,ML,1595511692.0
415,hondo,32.45,130.2,82.00400000000005,83.0,99.0,5.36,JP,1595511692.0
416,adelaide,-34.93,138.6,51.008,81.0,97.0,3.6,AU,1595511406.0
417,bodden town,19.28,-81.25,86.0,79.0,20.0,4.6,KY,1595511692.0
419,north bend,43.41,-124.22,57.00200000000008,100.0,90.0,2.1,US,1595511972.0
420,chokurdakh,70.63,147.92,66.95600000000003,71.0,44.0,3.32,RU,1595511693.0
421,matay,28.42,30.78,103.04600000000005,14.0,0.0,4.71,EG,1595511693.0
422,koumac,-20.57,164.28,67.15400000000005,83.0,2.0,2.34,NC,1595511693.0
423,valdemarpils,57.37,22.59,64.4,52.0,0.0,5.7,LV,1595511693.0
424,agadez,19.75,10.25,103.29800000000003,11.0,0.0,2.45,NE,1595511694.0
425,aksarka,66.56,67.8,62.564000000000036,49.0,55.0,4.22,RU,1595511973.0
426,mitsamiouli,-11.38,43.28,78.8,65.0,40.0,8.7,KM,1595511694.0
428,inirida,3.87,-67.92,79.79000000000002,80.0,86.0,0.84,CO,1595511974.0
429,hamilton,39.18,-84.53,75.00200000000008,94.0,75.0,3.1,US,1595511769.0
430,raga,8.46,25.68,80.52800000000006,77.0,46.0,2.0,SS,1595511694.0
431,maceio,-9.67,-35.74,77.0,69.0,75.0,2.1,BR,1595511695.0
432,vizinga,61.07,50.1,63.338000000000044,88.0,100.0,3.29,RU,1595511695.0
433,nizwa,22.93,57.53,94.56800000000008,36.0,98.0,5.06,OM,1595511695.0
434,kaliningrad,54.71,20.51,66.2,52.0,40.0,8.0,RU,1595511695.0
435,furano,43.28,142.47,61.39400000000008,94.0,89.0,1.15,JP,1595511696.0
436,praia da vitoria,38.73,-27.07,75.2,64.0,40.0,2.39,PT,1595511974.0
437,pocoes,-14.53,-40.37,71.65400000000005,61.0,10.0,3.9,BR,1595511536.0
438,coquimbo,-29.95,-71.34,46.4,81.0,0.0,4.1,CL,1595511975.0
439,aksu,41.12,80.26,84.2,22.0,26.0,2.81,CN,1595511697.0
441,mongo,12.18,18.69,82.74199999999999,60.0,100.0,3.7,TD,1595511697.0
443,sturlic,45.06,15.78,80.99600000000005,67.0,7.0,0.89,BA,1595511697.0
444,cayenne,4.93,-52.33,86.0,66.0,20.0,1.0,GF,1595511975.0
446,korfovskiy,48.22,135.06,69.8,83.0,40.0,2.0,RU,1595511698.0
448,dawei,14.08,98.2,80.58200000000002,80.0,100.0,0.75,MM,1595511698.0
449,longyearbyen,78.22,15.64,48.2,81.0,90.0,2.1,SJ,1595511698.0
450,petropavlovsk-kamchatskiy,53.05,158.65,51.8,100.0,40.0,1.0,RU,1595511976.0
451,valandovo,41.32,22.56,95.0,40.0,88.0,1.34,MK,1595511699.0
452,kuching,1.55,110.33,78.8,88.0,40.0,1.5,MY,1595511699.0
453,venado tuerto,-33.75,-61.97,46.99400000000007,90.0,100.0,5.36,AR,1595511609.0
454,dzhida,50.68,106.18,58.13600000000007,84.0,0.0,0.94,RU,1595511699.0
455,winneba,5.35,-0.62,84.2,70.0,75.0,6.2,GH,1595511700.0
456,alcudia,39.85,3.12,95.0,40.0,0.0,6.2,ES,1595511543.0
457,udachnyy,66.42,112.4,57.2,76.0,90.0,3.0,RU,1595511700.0
458,gualeguaychu,-33.01,-58.52,53.99600000000005,97.0,100.0,3.58,AR,1595511700.0
459,moron,-34.65,-58.62,55.99400000000007,98.0,100.0,1.34,AR,1595511700.0
460,bermeo,43.42,-2.72,80.99600000000005,65.0,75.0,4.6,ES,1595511701.0
461,srandakan,-7.94,110.25,75.23600000000008,84.0,94.0,4.0,ID,1595511701.0
462,manokwari,-0.87,134.08,80.15,70.0,13.0,2.11,ID,1595511978.0
463,griffith,41.53,-87.42,71.99600000000005,68.0,1.0,2.6,US,1595511631.0
464,grindavik,63.84,-22.43,55.4,62.0,20.0,9.3,IS,1595511701.0
465,saint-gabriel,46.3,-73.38,66.00200000000008,9.0,91.0,2.85,CA,1595511702.0
466,lakhisarai,25.18,86.09,84.48800000000004,79.0,93.0,2.1,IN,1595511702.0
467,dobrovice,50.37,14.96,78.99800000000002,38.0,58.0,1.0,CZ,1595511702.0
468,koslan,63.46,48.9,72.37400000000001,58.0,98.0,5.89,RU,1595511702.0
469,kibala,9.11,18.35,75.2,88.0,40.0,6.2,TD,1595511702.0
470,taungdwingyi,20.02,95.55,78.31400000000004,87.0,88.0,3.49,MM,1595511703.0
471,jinchang,38.5,102.17,67.98200000000001,61.0,99.0,1.79,CN,1595511703.0
472,nyurba,63.28,118.33,62.041999999999994,75.0,0.0,1.57,RU,1595511703.0
473,aksay,47.26,39.87,80.6,28.0,0.0,4.0,RU,1595511703.0
474,raudeberg,61.99,5.14,60.8,44.0,20.0,4.1,NO,1595511979.0
475,najran,17.49,44.13,104.0,13.0,40.0,4.1,SA,1595511704.0
476,makakilo city,21.35,-158.09,75.2,83.0,1.0,1.5,US,1595511916.0
477,abashiri,44.02,144.27,60.74600000000005,96.0,100.0,1.04,JP,1595511704.0
478,umba,66.69,34.34,61.44800000000002,75.0,63.0,8.03,RU,1595511704.0
479,villa carlos paz,-31.42,-64.5,42.8,70.0,90.0,1.5,AR,1595511705.0
480,broken hill,-31.95,141.43,46.49000000000002,72.0,0.0,3.73,AU,1595511705.0
482,villa bruzual,9.33,-69.12,80.45600000000003,84.0,95.0,1.17,VE,1595511706.0
483,aubiere,45.75,3.11,84.2,39.0,88.0,1.5,FR,1595511706.0
484,hobyo,5.35,48.53,79.934,65.0,100.0,14.01,SO,1595511980.0
485,polovinnoye,54.79,65.99,68.61200000000005,77.0,100.0,4.99,RU,1595511707.0
486,manaus,-3.1,-60.02,80.6,78.0,75.0,2.1,BR,1595511515.0
487,poum,-20.23,164.02,71.38399999999999,79.0,13.0,7.63,NC,1595511707.0
488,inongo,-1.95,18.27,79.142,57.0,13.0,1.35,CD,1595511707.0
489,srednekolymsk,67.45,153.68,70.55600000000003,41.0,99.0,3.8,RU,1595511981.0
490,pokrovo-prigorodnoye,52.68,41.42,68.792,56.0,2.0,5.44,RU,1595511707.0
491,ankazoabo,-22.28,44.52,72.14000000000001,44.0,1.0,5.95,MG,1595511707.0
492,dwarka,22.24,68.97,85.91000000000008,77.0,1.0,5.77,IN,1595511708.0
493,allapalli,19.42,80.07,75.36200000000005,91.0,100.0,2.04,IN,1595511708.0
494,norwich,52.63,1.3,75.00200000000008,33.0,100.0,5.7,GB,1595511708.0
495,mananara,-16.17,49.77,69.08000000000004,76.0,53.0,5.42,MG,1595511708.0
496,mackenzie,55.3,-123.17,42.8,100.0,1.0,1.02,CA,1595511709.0
497,yantzaza,-3.83,-78.76,66.2,77.0,75.0,0.5,EC,1595511709.0
498,nouadhibou,20.93,-17.03,77.0,73.0,1.0,8.7,MR,1595511982.0
499,prince rupert,54.32,-130.32,55.4,87.0,90.0,1.5,CA,1595511709.0
500,sobolevo,54.43,31.9,62.13200000000002,71.0,4.0,4.47,RU,1595511709.0
502,patos de minas,-18.58,-46.52,73.00400000000005,59.0,0.0,0.45,BR,1595511710.0
503,scarborough,54.28,-0.4,62.99600000000005,77.0,100.0,1.34,GB,1595511627.0
504,husavik,66.04,-17.34,51.8,66.0,40.0,6.2,IS,1595511842.0
505,tomatlan,19.93,-105.25,79.61000000000008,77.0,79.0,0.51,MX,1595511710.0
506,broome,42.25,-75.83,78.00800000000001,88.0,90.0,3.1,US,1595511710.0
507,elizabeth city,36.29,-76.25,89.00600000000003,79.0,1.0,4.6,US,1595511711.0
508,hurghada,27.26,33.81,96.8,30.0,0.0,5.7,EG,1595511983.0
509,galle,6.04,80.22,80.07800000000006,83.0,100.0,2.23,LK,1595511711.0
510,todos santos,23.45,-110.22,73.99400000000007,85.0,42.0,1.34,MX,1595511711.0
511,san salvador,13.69,-89.19,78.8,83.0,68.0,1.5,SV,1595511697.0
512,rondonopolis,-16.47,-54.64,88.08800000000005,24.0,0.0,2.62,BR,1595511644.0
514,dukat,62.55,155.55,53.07800000000007,50.0,68.0,0.97,RU,1595511714.0
515,sovetskiy,61.36,63.58,72.30200000000008,33.0,0.0,3.51,RU,1595511938.0
516,kristianstad,56.03,14.15,69.00800000000001,40.0,1.0,5.1,SE,1595511715.0
517,avera,33.19,-82.53,80.00600000000003,94.0,1.0,1.49,US,1595511715.0
518,tambovka,50.1,128.05,73.4,83.0,20.0,2.0,RU,1595511715.0
519,cerro de pasco,-10.68,-76.27,42.71000000000008,61.0,10.0,1.07,PE,1595511466.0
520,shache,38.42,77.24,83.87600000000009,15.0,99.0,2.59,CN,1595511840.0
521,puerto baquerizo moreno,-0.9,-89.6,68.45,84.0,98.0,6.63,EC,1595511715.0
522,duminichi,53.93,35.11,64.50800000000001,55.0,67.0,3.77,RU,1595511454.0
523,saint-paul,-21.01,55.27,71.6,53.0,40.0,6.7,RE,1595511716.0
524,rexburg,43.83,-111.79,60.998000000000026,93.0,40.0,1.71,US,1595511716.0
525,sinnamary,5.38,-52.95,83.15600000000003,70.0,68.0,2.52,GF,1595511716.0
526,kulhudhuffushi,6.62,73.07,82.41800000000009,80.0,100.0,6.67,MV,1595511716.0
527,barra do garcas,-15.89,-52.26,77.0,57.0,0.0,2.34,BR,1595511716.0
529,tynda,55.17,124.72,57.038000000000046,95.0,56.0,1.87,RU,1595511716.0
530,belaya gora,68.53,146.42,73.92200000000004,48.0,89.0,2.62,RU,1595511717.0
532,muroto,33.28,134.15,79.7,86.0,100.0,0.6,JP,1595511987.0
533,sao jose da coroa grande,-8.9,-35.15,79.91600000000001,65.0,10.0,4.93,BR,1595511717.0
534,abha,18.22,42.51,78.8,61.0,40.0,7.7,SA,1595511987.0
535,asyut,27.18,31.18,98.6,27.0,18.0,6.2,EG,1595511472.0
536,damavand,35.72,52.06,100.00400000000005,10.0,40.0,2.1,IR,1595511717.0
537,havoysund,71.0,24.66,50.0,93.0,75.0,2.6,NO,1595511718.0
538,klyuchevskiy,53.53,119.45,62.54600000000005,98.0,100.0,2.4,RU,1595511718.0
539,ostrovnoy,68.05,39.51,70.17800000000007,62.0,50.0,8.47,RU,1595511987.0
540,ambulu,-8.35,113.61,74.13800000000005,85.0,38.0,3.22,ID,1595511718.0
542,daru,-9.08,143.21,77.108,84.0,93.0,6.45,PG,1595511718.0
543,vardo,70.37,31.11,66.2,72.0,40.0,7.7,NO,1595511988.0
544,kuzhithurai,8.32,77.18,84.2,74.0,40.0,1.5,IN,1595511718.0
545,berlevag,70.86,29.09,48.2,100.0,90.0,4.1,NO,1595511719.0
546,san policarpo,12.18,125.51,83.984,77.0,100.0,2.12,PH,1595511719.0
547,phan thiet,10.93,108.1,77.36000000000008,87.0,100.0,2.48,VN,1595511719.0
548,mundo nuevo,18.7,-95.5,79.34000000000002,86.0,69.0,4.05,MX,1595511719.0
549,nabire,-3.37,135.48,76.80200000000008,85.0,16.0,1.59,ID,1595511719.0
550,hokitika,-42.72,170.97,41.41400000000003,84.0,50.0,1.57,NZ,1595511720.0
551,portland,45.52,-122.68,62.00600000000003,72.0,90.0,2.6,US,1595511948.0
552,iringa,-7.77,35.7,70.84400000000008,39.0,5.0,4.88,TZ,1595511720.0
553,methoni,36.82,21.7,93.2,24.0,20.0,5.7,GR,1595511720.0
554,asfi,32.3,-9.24,79.26800000000009,64.0,0.0,10.56,MA,1595511720.0
555,sabile,57.05,22.57,64.61600000000001,42.0,0.0,5.86,LV,1595511585.0
556,tecoanapa,16.52,-98.75,78.38600000000007,86.0,97.0,2.21,MX,1595511721.0
557,pierre,44.37,-100.35,73.99400000000007,94.0,20.0,5.7,US,1595511625.0
559,zaozerne,45.16,33.28,81.30200000000008,36.0,0.0,4.92,UA,1595511721.0
560,jesus carranza,17.43,-95.03,78.33200000000002,88.0,88.0,1.52,MX,1595511721.0
561,niquelandia,-14.47,-48.46,84.41600000000001,28.0,0.0,3.47,BR,1595511721.0
564,hopelchen,19.77,-89.85,73.4,100.0,40.0,1.32,MX,1595511722.0
565,onega,63.91,38.14,68.234,55.0,63.0,1.85,RU,1595511722.0
566,pemex,18.44,-96.35,78.72800000000007,85.0,11.0,0.94,MX,1595511722.0
567,goderich,43.75,-81.72,71.00600000000003,84.0,6.0,4.75,CA,1595511884.0
568,verkhoyansk,67.54,133.38,67.29800000000003,52.0,0.0,0.72,RU,1595511991.0
569,canoa,18.36,-71.16,84.2,79.0,75.0,3.1,DO,1595511722.0
